seqnames	start	end	width	strand	gene_id	Gene
chr12	9594551	9607916	13366	-	3820	KLRB1
chr12	10442264	10454685	12422	-	3821	KLRC1
chr12	10426854	10442300	15447	-	3822	KLRC2
chr12	10412312	10436001	23690	-	3823	KLRC3
chr12	10226058	10329608	103551	+	3824	KLRD1
chr3	186717348	186744410	27063	+	3827	KNG1
chr6	131470832	131584332	113501	+	383	ARG1
chr14	103561896	103714249	152354	+	3831	KLC1
chr10	92593130	92655395	62266	+	3832	KIF11
chr6	167996241	168045095	48855	+	3834	KIF25
chr16	29790719	29805385	14667	+	3835	KIF22
chr3	122421902	122514945	93044	-	3836	KPNA1
chr17	47649476	47685505	36030	+	3837	KPNB1
chr17	68035708	68046854	11147	+	3838	KPNA2
chr13	49699320	49792682	93363	-	3839	KPNA3
chr14	67619920	67651708	31789	+	384	ARG2
chr3	160495007	160565571	70565	-	3840	KPNA4
chr6	116681187	116741867	60681	+	3841	KPNA5
chr5	72816312	72916733	100422	+	3842	TNPO1
chr13	97953658	98024296	70639	+	3843	IPO5
chr12	25205246	25250936	45691	-	3845	KRAS
chr11	71548418	71549553	1136	+	3846	KRTAP5-9
chr12	52674736	52680407	5672	-	3848	KRT1
chr12	52644558	52652211	7654	-	3849	KRT2
chr12	52789685	52796117	6433	-	3850	KRT3
chr12	52806549	52814116	7568	-	3851	KRT4
chr12	52514575	52520394	5820	-	3852	KRT5
chr12	52487176	52493257	6082	-	3853	KRT6A
chr12	52446651	52452146	5496	-	3854	KRT6B
chr12	52233243	52252186	18944	+	3855	KRT7
chr12	52897187	52949954	52768	-	3856	KRT8
chr17	41565836	41572059	6224	-	3857	KRT9
chr17	40818117	40822614	4498	-	3858	KRT10
chr17	41500981	41505705	4725	-	3860	KRT13
chr17	41582279	41586895	4617	-	3861	KRT14
chr22	50568869	50582965	14097	-	386593	CHKB-CPT1B
chr2	6911754	6918734	6981	-	386597	GRASLND
chr17	41513745	41522529	8785	-	3866	KRT15
chr11	58579172	58624639	45468	+	386607	ZFP91-CNTF
chr4	44173903	44448809	274907	-	386617	KCTD8
chr5	154325568	154445850	120283	-	386627	SAP30L-AS1
chr12	122172029	122174221	2193	-	386653	IL31
chr21	44573729	44575371	1643	+	386672	KRTAP10-4
chr21	44591268	44592505	1238	-	386674	KRTAP10-6
chr21	44600597	44602174	1578	+	386675	KRTAP10-7
chr21	44627093	44628378	1286	+	386676	KRTAP10-9
chr21	44538981	44540195	1215	-	386677	KRTAP10-1
chr21	44646414	44647650	1237	+	386678	KRTAP10-11
chr21	44550357	44551505	1149	-	386679	KRTAP10-2
chr21	44579455	44580604	1150	-	386680	KRTAP10-5
chr21	44612079	44612954	876	+	386681	KRTAP10-8
chr21	44557790	44558795	1006	-	386682	KRTAP10-3
chr21	44657932	44658341	410	+	386683	KRTAP12-3
chr21	44654213	44654659	447	-	386684	KRTAP12-4
chr21	44697172	44698044	873	+	386685	KRTAP10-12
chr3	49716829	49719684	2856	-	386724	AMIGO3
chr11	3217944	3218813	870	-	386746	MRGPRG
chr16	32877469	32885501	8033	-	386757	SLC6A10P
chr19	56393656	56407060	13405	+	386758	ZNF582-AS1
chr17	41609778	41612899	3122	-	3868	KRT16
chr3	49359145	49412097	52953	-	387	RHOA
chr6	28241697	28252269	10573	-	387032	ZKSCAN4
chr6	26871484	26956554	85071	-	387036	GUSBP2
chr6	85650491	85678932	28442	-	387066	SNHG5
chr6	149400262	149401278	1017	+	387082	SUMO4
chr6	126340174	126348875	8702	+	387103	CENPW
chr6	127438406	127519191	80786	-	387104	SOGA3
chr6	108751654	108769942	18289	+	387111	LINC00222
chr6	118460772	118710075	249304	-	387119	CEP85L
chr7	34658218	34878332	220115	+	387129	NPSR1
chr17	41619442	41624842	5401	-	3872	KRT17
chr16	21519830	21520365	536	-	387254	SLC7A5P2
chr6	169702190	169704856	2667	+	387263	C6orf120
chr11	71565563	71566735	1173	+	387273	KRTAP5-10
chr6	27324894	27325768	875	+	387316	VN1R10P
chr6	25732497	25732827	331	+	387319	H2AC2P
chr14	55413541	55456726	43186	-	387332	TBPL2
chr1	46340177	46365152	24976	+	387338	NSUN4
chr21	20684693	20803816	119124	-	387486	LINC00320
chr13	27270327	27273690	3364	+	387496	RASL11A
chr12	52948871	52952906	4036	+	3875	KRT18
chr1	6247353	6261098	13746	-	387509	GPR153
chr20	50118254	50153734	35481	-	387521	PEDS1
chr20	50081124	50153637	72514	-	387522	PEDS1-UBE2V1
chr22	16601887	16698742	96856	+	387590	TPTEP1
chr1	166908187	166975540	67354	-	387597	ILDR2
chr11	63163776	63229652	65877	-	387601	SLC22A25
chr9	62376161	62435199	59039	+	387628	FGF7P6
chr10	21513475	21526368	12894	-	387640	SKIDA1
chr10	26931206	26944418	13213	-	387644	FAM238C
chr10	27246350	27251793	5444	-	387646	LRRC37A6P
chr10	50067888	50133509	65622	+	387680	WASHC2A
chr10	80537902	80646560	108659	+	387694	SH2D4B
chr10	84173801	84185294	11494	+	387695	C10orf99
chr10	89430299	89556641	126343	-	387700	SLC16A12
chr10	95860548	96032684	172137	+	387707	CC2D2B
chr10	116849499	116911788	62290	+	387712	ENO4
chr10	122454653	122457352	2700	+	387715	ARMS2
chr10	125576522	125683163	106642	-	387718	TEX36
chr10	130020025	130110830	90806	-	387723	C10orf143
chr11	298200	299526	1327	-	387733	IFITM5
chr11	5736448	5738523	2076	+	387748	OR56B1
chr11	6714610	6721880	7271	-	387751	GVINP1
chr11	15112424	15247208	134785	+	387755	INSC
chr11	26994112	26997087	2976	+	387758	FIBIN
chr11	43942637	43943878	1242	+	387763	C11orf96
chr11	63137867	63369718	231852	+	387775	SLC22A10
chr11	65170154	65173244	3091	+	387778	SPDYC
chr11	74490519	74493724	3206	-	387787	LIPT2
chr11	93818232	93850618	32387	-	387804	VSTM5
chr11	112534220	112555802	21583	-	387810	LINC02764
chr12	9898673	9932370	33698	-	387836	CLEC2A
chr12	10010627	10018796	8170	+	387837	CLEC12B
chr12	12875499	12876107	609	+	387841	RPL13AP20
chr12	27696447	27697596	1150	+	387849	REP15
chr12	48183644	48185926	2283	+	387856	CCDC184
chr12	105235290	105396097	160808	+	387882	C12orf75
chr12	113149858	113159276	9419	+	387885	CFAP73
chr12	119593774	119643075	49302	+	387890	TMEM233
chr12	123383773	123409353	25581	+	387893	KMT5A
chr12	126729787	126772519	42733	-	387895	LINC00944
chr13	23890525	23902655	12131	-	387911	C1QTNF9B
chr13	26044597	26051031	6435	-	387914	SHISA2
chr13	39038306	39050109	11804	+	387921	NHLRC3
chr13	44373665	44397714	24050	+	387923	SERP2
chr14	28771676	28823817	52142	+	387978	LINC01551
chr14	58395928	58408702	12775	+	387990	TOMM20L
chr2	20447074	20449440	2367	+	388	RHOB
chr17	41523617	41528308	4692	-	3880	KRT19
chr14	94640725	94646994	6270	+	388007	SERPINA13P
chr14	97924637	97978124	53488	-	388011	LINC01550
chr14	100880655	100884847	4193	-	388015	RTL1
chr15	21717808	22160868	443061	-	388077	IGHV1OR15-1
chr15	35084193	35085110	918	-	388112	NANOGP8
chr15	40331452	40340967	9516	-	388115	CCDC9B
chr15	51056598	51105276	48679	-	388121	TNFAIP8L3
chr15	62163535	62165285	1751	-	388125	C2CD4B
chr15	73735431	73752747	17317	-	388135	INSYN1
chr15	84199311	84230136	30826	-	388152	GOLGA2P7
chr15	84526781	84571216	44436	-	388165	UBE2Q2P1
chr15	100344047	100350725	6679	-	388182	SPATA41
chr17	41459811	41467429	7619	-	3882	KRT32
chr16	28259246	28323849	64604	+	388228	SBK1
chr16	29464967	30207182	742216	-	388242	LOC388242
chr16	46796603	46831180	34578	-	388272	C16orf87
chr16	52005487	52078474	72988	-	388276	C16orf97
chr16	57798186	57816946	18761	+	388282	LOC388282
chr16	67666814	67668757	1944	+	388284	C16orf86
chr16	73126637	73144447	17811	-	388289	NA
chr17	4788964	4790589	1626	+	388323	GLTPD2
chr17	4988130	4997610	9481	-	388324	INCA1
chr17	5208920	5234860	25941	-	388325	SCIMP
chr17	6651762	6653476	1715	+	388327	C17orf100
chr17	8753106	8758559	5454	-	388333	SPDYE4
chr17	10699015	10730316	31302	-	388335	TMEM220
chr17	11241213	11564063	322851	+	388336	SHISA6
chr17	16441577	16492193	50617	-	388341	LRRC75A
chr17	30316333	30334059	17727	-	388364	TMIGD1
chr17	42874670	42898704	24035	-	388387	LINC00671
chr17	44899142	44905390	6249	+	388389	CCDC103
chr17	46978156	46979253	1098	-	388394	RPRML
chr17	59331655	59401729	70075	+	388403	YPEL2
chr17	60564547	60586623	22077	+	388406	LINC01999
chr17	61411751	61413280	1530	+	388407	LINC02875
chr17	74356416	74361868	5453	-	388419	BTBD17
chr17	81165507	81183166	17660	+	388428	PVALEF
chr18	926083	927993	1911	-	388456	LINC01904
chr18	14507339	14543585	36247	-	388468	POTEC
chr19	7879445	7880120	676	-	388499	LYPLA2P2
chr19	10037803	10074135	36333	+	388503	C3P1
chr19	12075327	12137235	61909	+	388507	ZNF788P
chr19	14583084	14611157	28074	+	388512	CLEC17A
chr19	15760241	15779909	19669	-	388514	CYP4F24P
chr19	22974883	23003176	28294	-	388523	ZNF728
chr19	23762944	23833314	70371	+	388524	RPSAP58
chr19	32675848	32678300	2453	+	388531	RGS9BP
chr19	35487324	35495558	8235	-	388533	KRTDAP
chr19	36817428	36850787	33360	-	388536	ZNF790
chr19	44537058	44620821	83764	-	388550	CEACAM22P
chr19	44699151	44710718	11568	+	388551	CEACAM16
chr19	45178745	45181801	3057	+	388552	BLOC1S3
chr19	45733251	45764534	31284	+	388553	MEIOSIN
chr19	46120067	46124688	4622	-	388555	IGFL3
chr19	52527652	52564464	36813	+	388558	ZNF808
chr19	52904417	52923481	19065	-	388559	ZNF888
chr19	53431984	53461862	29879	+	388561	ZNF761
chr19	55379244	55384292	5049	-	388564	TMEM238
chr19	56567468	56588911	21444	+	388566	ZNF470
chr19	57435325	57447101	11777	+	388567	ZNF749
chr19	58451611	58457833	6223	+	388569	ZNF324B
chr17	83226897	83240804	13908	+	388574	RPL23AP87
chr1	1242446	1246722	4277	-	388581	C1QTNF12
chr1	3772761	3775982	3222	+	388588	SMIM1
chr1	6205475	6221299	15825	+	388591	RNF207
chr1	15742499	15747982	5484	+	388595	TMEM82
chr17	41476689	41481140	4452	-	3886	KRT35
chr1	26993692	27000886	7195	+	388610	TRNP1
chr1	27379176	27383333	4158	-	388611	CD164L2
chr1	47760528	47997385	236858	-	388630	TRABD2B
chr1	54007298	54018186	10889	-	388633	LDLRAD1
chr1	89131742	89176009	44268	-	388646	GBP7
chr1	92217915	92245813	27899	+	388649	C1orf146
chr1	92832737	92961522	128786	-	388650	DIPK1A
chr1	110150494	110202202	51709	+	388662	SLC6A17
chr1	116694112	116706603	12492	+	388667	LINC02868
chr1	146146521	146229026	82506	-	388677	NOTCH2NLA
chr1	148290889	148519604	228716	-	388685	LINC01138
chr1	151159748	151165948	6201	-	388695	LYSMD1
chr1	152212076	152224193	12118	-	388697	HRNR
chr1	152348735	152360006	11272	-	388698	FLG2
chr12	52285913	52291534	5622	-	3887	KRT81
chr1	154199085	154206333	7249	-	388701	C1orf189
chr1	171137740	171161568	23829	+	388714	FMO6P
chr1	182407621	182414815	7195	+	388719	LINC00272
chr1	197902630	197907367	4738	+	388722	C1orf53
chr1	205083129	205084460	1332	-	388730	TMEM81
chr1	223538007	223665734	127728	-	388743	CAPN8
chr1	234373456	234385068	11613	+	388753	COA6
chr1	247110160	247112417	2258	-	388759	C1orf229
chr1	248121932	248122882	951	+	388762	OR2M1P
chr20	2207217	2213151	5935	+	388780	LOC388780
chr20	18567347	18569563	2217	+	388789	SMIM26
chr20	32858923	32961609	102687	+	388795	EFCAB8
chr20	38419638	38435409	15772	-	388796	SNHG17
chr20	56533246	56536520	3275	+	388799	FAM209B
chr12	52393931	52406355	12425	-	3888	KRT82
chr21	14591930	14658821	66892	-	388813	LOC388813
chr21	15928296	16645467	717172	+	388815	MIR99AHG
chr21	30319124	30320315	1192	-	388818	KRTAP26-1
chr21	7788703	34423966	26635264	-	388820	SMIM34A
chr21	45338590	45341990	3401	-	388830	LINC00316
chr22	20148416	20151055	2640	-	388849	CCDC188
chr22	24585620	24593208	7589	-	388886	LRRC75B
chr12	52314301	52321398	7098	-	3889	KRT83
chr22	42269703	42279534	9832	+	388906	OGFRP1
chr22	44569295	44572453	3159	+	388910	LINC00207
chr2	24010081	24026775	16695	+	388931	MFSD2B
chr2	29061695	29074523	12829	-	388939	PCARE
chr2	41860155	41894050	33896	+	388942	LINC01913
chr2	46479565	46484425	4861	+	388946	TMEM247
chr2	46698940	46858210	159271	+	388948	LINC01118
chr2	54253178	54256229	3052	-	388951	TSPYL6
chr2	73784189	73817147	32959	+	388960	C2orf78
chr2	74135400	74147912	12513	-	388962	BOLA3
chr2	74393836	74421662	27827	-	388963	C2orf81
chr2	84290777	84291269	493	+	388965	FUNDC2P2
chr2	85605254	85612066	6813	-	388969	C2orf68
chr1	112701106	112711224	10119	-	389	RHOC
chr12	52377812	52385652	7841	-	3890	KRT84
chr2	102473226	102533972	60747	+	389015	SLC9A4
chr2	115126622	115161384	34763	-	389023	DPP10-AS1
chr2	129922863	129934317	11455	-	389033	PLAC9P1
chr2	131402778	131410050	7273	+	389043	LINC01120
chr2	170715337	170718078	2742	+	389058	SP5
chr2	207821288	208025527	204240	-	389072	PLEKHM3
chr2	208165343	208190030	24688	-	389073	C2orf80
chr2	219327407	219333177	5771	-	389075	RESP18
chr2	232857270	232878704	21435	+	389084	SNORC
chr2	240028965	240030456	1492	-	389090	OR6B2
chr12	52360006	52367481	7476	-	3891	KRT85
chr3	42906142	42919334	13193	+	389114	ZNF662
chr3	49790732	49799873	9142	-	389118	CDHR4
chr3	49803261	49805030	1770	+	389119	INKA1
chr3	51861615	51863424	1810	+	389123	IQCF2
chr3	51873721	51875601	1881	-	389124	IQCF5
chr3	52829878	52840262	10385	-	389125	MUSTN1
chr3	86876388	86991149	114762	-	389136	VGLL3
chr3	139019031	139020926	1896	-	389151	PRR23B
chr3	139042102	139044892	2791	-	389152	PRR23C
chr3	146576555	146606216	29662	-	389158	PLSCR5
chr3	149761100	149968385	207286	-	389161	ANKUB1
chr3	156825481	157046129	220649	+	389170	LEKR1
chr3	171843349	171938715	95367	+	389177	TMEM212
chr4	5897373	6200555	303183	-	389197	C4orf50
chr4	7939001	7940296	1296	+	389199	LOC389199
chr12	52249300	52309163	59864	+	3892	KRT86
chr4	25861830	25929874	68045	+	389203	SMIM20
chr4	42110853	42152878	42026	-	389206	BEND4
chr4	42893267	43030658	137392	+	389207	GRXCR1
chr4	68053198	68129869	76672	-	389208	TMPRSS11F
chr4	183494884	183504494	9611	-	389247	LOC389247
chr5	191495	196334	4840	+	389257	LRRC14B
chr5	10504996	10522084	17089	-	389273	LINC02213
chr5	43039081	43040345	1265	-	389289	ANXA2R
chr5	126631705	126636284	4580	+	389320	TEX43
chr5	136191468	136193162	1695	-	389332	SMIM32
chr5	139390592	139395104	4513	-	389333	PROB1
chr5	147880726	147906538	25813	-	389336	C5orf46
chr5	149551947	149634968	83022	+	389337	ARHGEF37
chr6	3258894	3303373	44480	+	389362	PSMG4
chr6	35776594	35779552	2959	+	389383	CLPSL2
chr6	36315761	36336888	21128	-	389384	BNIP5
chr6	49499923	49528078	28156	+	389396	GLYATL3
chr6	55327469	55402493	75025	+	389400	GFRAL
chr6	104936616	105083332	146717	+	389421	LIN28B
chr6	147508690	147737547	228858	+	389432	SAMD5
chr6	150368892	150405969	37078	+	389434	IYD
chr7	5072125	5073223	1099	+	389458	RBAKDN
chr7	56114681	56116417	1737	-	389493	NUPR2
chr14	55559072	55701526	142455	+	3895	KTN1
chr7	75092573	75149817	57245	+	389524	GTF2IRD2B
chr7	97966377	97972254	5878	-	389538	CCZ1P-OR7E38P
chr7	100148907	100155944	7038	+	389541	LAMTOR4
chr7	122301303	122304750	3448	-	389549	FEZF1
chr7	135728348	135748813	20466	-	389558	FAM180A
chr7	155962632	155966343	3712	+	389602	LOC389602
chr12	8295986	8396803	100818	-	389634	LINC00937
chr8	23225221	23230926	5706	+	389641	LOC389641
chr8	28021964	28083936	61973	-	389643	NUGGC
chr8	38510834	38560939	50106	-	389649	C8orf86
chr8	46579213	46638886	59674	-	389652	ASNSP1
chr8	52534037	52565430	31394	-	389658	ALKAL1
chr8	70669339	71228629	559291	+	389668	XKR9
chr8	93134095	93166850	32756	-	389676	C8orf87
chr8	93729356	93741017	11662	-	389677	RBM12B
chr8	143428064	143430732	2669	-	389692	MAFA
chrX	153861514	153909223	47710	-	3897	L1CAM
chr9	14993312	15019729	26418	+	389705	LOC389705
chr9	34832295	34838586	6292	-	389715	FAM205BP
chr9	42183659	42189887	6229	+	389730	SPATA31A6
chr9	39748514	39810097	61584	-	389741	GLIDR
chr9	81928514	81934948	6435	+	389761	SPATA31D4
chr9	81943586	81950038	6453	+	389762	SPATA31D3
chr9	81988772	81995253	6482	+	389763	SPATA31D1
chr9	85805359	85849542	44184	+	389765	LOC389765
chr9	86220265	86259657	39393	-	389766	C9orf153
chr9	128128529	128130628	2100	+	389791	PTGES2-AS1
chr9	129175552	129178261	2710	-	389792	IER5L
chr9	132410043	132573317	163275	+	389799	CFAP77
chr1	201373244	201399915	26672	-	3898	LAD1
chr9	136759634	136766255	6622	-	389812	LCN15
chr9	137168758	137171984	3227	-	389816	LRRC26
chr9	133514586	133528612	14027	-	389827	MYMK
chrUn_GL000195v1	42939	49164	6226	-	389831	LOC389831
chrUn_GL000218v1	51867	54893	3027	-	389834	LOC389834
chrX	19360056	19515261	155206	-	389840	MAP3K15
chrX	48004336	48009645	5310	+	389852	SPACA5
chrX	49879484	49882558	3075	+	389856	USP27X
chrX	55075030	55078909	3880	+	389860	PAGE2B
chrX	74304180	74305034	855	+	389874	ZCCHC13
chrX	140091743	140092561	819	+	389895	LOC389895
chrX	143884071	143885255	1185	+	389898	UBE2NL
chr2	99545419	100192428	647010	-	3899	AFF3
chrX	3817528	3903471	85944	-	389906	LOC389906
chr10	4871901	4891975	20075	-	389932	AKR1C6P
chr10	16513734	16521879	8146	-	389941	C1QL3
chr6	159762045	159779112	17068	+	39	ACAT2
chr2	150468195	150539011	70817	-	390	RND3
chr10	112308181	112356574	48394	-	390003	GUCY2GP
chr10	124445243	124450035	4793	-	390010	NKX1-2
chr11	4488879	4489908	1030	+	390036	OR52K1
chr11	4593614	4596574	2961	+	390037	OR52I1
chr11	4639715	4640838	1124	+	390038	OR51D1
chr11	5351508	5352446	939	+	390058	OR51B6
chr11	5389377	5390434	1058	+	390059	OR51M1
chr11	5422111	5423206	1096	+	390061	OR51Q1
chr11	5440570	5441514	945	-	390063	OR51I1
chr11	5453408	5454477	1070	+	390064	OR51I2
chr11	5488685	5489749	1065	+	390066	OR52D1
chr11	5544489	5545549	1061	-	390067	OR52H1
chr11	5754693	5755729	1037	+	390072	OR52N4
chr11	5777634	5778667	1034	-	390075	OR52N5
chr11	5820314	5821348	1035	+	390077	OR52N2
chr11	5840928	5841897	970	-	390078	OR52E6
chr11	5856674	5857734	1061	-	390079	OR52E8
chr11	5884271	5885297	1027	+	390081	OR52E4
chr11	5947347	5948294	948	+	390083	OR56A3
chr11	5967553	5968494	942	-	390084	OR56A5
chr11	44047981	44059977	11997	+	390110	ACCSL
chr11	48263861	48264778	918	+	390113	OR4X1
chr11	55773438	55774382	945	+	390142	OR5D13
chr11	55838752	55839738	987	+	390144	OR5D16
chr11	55913650	55914582	933	-	390148	OR5W2
chr11	56105018	56106055	1038	+	390151	OR8H2
chr11	56122373	56123311	939	+	390152	OR8H3
chr11	56462469	56463401	933	-	390162	OR5M9
chr11	56576736	56577787	1052	-	390167	OR5M10
chr11	56612555	56613502	948	-	390168	OR5M1
chr11_JH159137v1_alt	7154	8071	918	+	390174	OR9G1
chr11	56988872	56989867	996	+	390181	OR5AK2
chr11	58422265	58423313	1049	-	390190	OR5B2
chr11	58439120	58440173	1054	-	390191	OR5B12
chr11	59364412	59365448	1037	+	390195	OR5AN1
chr11	59514913	59515857	945	+	390199	OR4D9
chr12	6772512	6778455	5944	+	3902	LAG3
chr11	59712916	59713845	930	-	390201	OR10V1
chr11	61508749	61511018	2270	+	390205	LRRC10B
chr11	67451301	67452729	1429	-	390212	GPR152
chr11	67612837	67616257	3421	-	390213	DOC2GP
chr11	76694041	76719801	25761	-	390226	GUCY2EP
chr11	89710299	89717872	7574	+	390231	TRIM77
chr11	94305592	94307721	2130	+	390243	IZUMO1R
chr11	95025258	95027596	2339	+	390245	KDM4E
chr11	122977570	122981834	4265	-	390259	BSX
chr11	123753488	123754545	1058	-	390260	OR6X1
chr11	123805335	123806387	1053	-	390261	OR6M1
chr11	124015575	124016510	936	+	390264	OR10G4
chr11	124038066	124039001	936	-	390265	OR10G7
chr11	124396410	124397351	942	-	390271	OR8B3
chr11	124569997	124571374	1378	+	390275	OR8A1
chr12	55320561	55321624	1064	+	390321	OR6C1
chr12	55365111	55366049	939	+	390323	OR6C75
chr12	55426254	55427192	939	+	390326	OR6C76
chr12	55469200	55470138	939	-	390327	OR6C70
chr14	19719015	19830253	111239	+	390429	OR4N2
chr14	19876232	19877309	1078	+	390431	OR4K2
chr14	20033844	20034758	915	-	390433	OR4K13
chr14	20117407	20118438	1032	+	390436	OR4K17
chr14	20143736	20144662	927	+	390437	OR4N5
chr14	20197336	20198373	1038	+	390439	OR11G2
chr14	20229402	20230346	945	+	390441	OR11H7
chr14	20242739	20243820	1082	+	390442	OR11H4
chr14	20556093	20560931	4839	-	390443	RNASE9
chr14	21154865	21156063	1199	-	390445	OR5AU1
chr15	22427039	22437902	10864	-	390535	GOLGA8EP
chr15	22125511	22126434	924	+	390539	OR4N3P
chr15	30815271	30844153	28883	+	390561	HERC2P10
chr15	65076816	65079939	3124	+	390594	KBTBD13
chr15	65092770	65115197	22428	-	390595	UBAP1L
chr15	67819704	67873866	54163	+	390598	SKOR1
chr12	48567684	48570066	2383	-	3906	LALBA
chr15	90233808	90265462	31655	+	390637	GDPGP1
chr15	101842119	101850324	8206	+	390651	OR4F13P
chr16	1088226	1096244	8019	-	390664	C1QTNF8
chr16	1485886	1488981	3096	-	390667	PTX4
chr16	32289691	33496093	1206403	-	390705	LOC390705
chr16	55728115	55750111	21997	+	390732	CES1P2
chr16	88863333	88866660	3328	-	390748	PABPN1L
chr17	3309986	3311934	1949	+	390756	OR3A4P
chr17	39156894	39167065	10172	-	390790	ARL5C
chr6	128883141	129516569	633429	+	3908	LAMA2
chr18	58996734	59069338	72605	+	390858	OACYLP
chr19	1753506	1780988	27483	+	390874	ONECUT3
chr19	6393794	6412404	18611	+	390877	LOC390877
chr19	9102269	9103306	1038	-	390882	OR7G2
chr19	9126012	9126950	939	-	390883	OR7G3
chr19	14840948	14841877	930	-	390892	OR7A10
chr18	23689443	23956222	266780	+	3909	LAMA3
chr19	32691961	32713796	21836	+	390916	NUDT19
chr19	37506939	37548762	41824	+	390927	ZNF793
chr19	39083913	39111493	27581	+	390928	ACP7
chr19	41907705	41928516	20812	-	390937	ERFL
chr19	43575801	43583964	8164	+	390940	PINLYP
chr19	57240632	57262728	22097	+	390980	ZNF805
chr1	6244179	6245578	1400	+	390992	HES3
chr1	12774841	12777906	3066	+	390999	PRAMEF12
chr11	3826978	3840959	13982	-	391	RHOG
chr6	112107931	112254939	147009	-	3910	LAMA4
chr1	13389632	13392629	2998	+	391004	PRAMEF17
chr1	20161253	20177424	16172	-	391013	PLA2G2C
chr1	48096092	48182428	86337	-	391037	SKINT1L
chr1	84363706	84397831	34126	-	391051	UOX
chr1	99708632	99766631	58000	-	391059	FRRS1
chr20	62309059	62367312	58254	-	3911	LAMA5
chr1	156298624	156299299	676	-	391104	VHLL
chr1	158419928	158420866	939	-	391107	OR10K2
chr1	158465482	158466554	1073	+	391109	OR10K1
chr1	158547128	158548105	978	-	391112	OR6Y1
chr1	158717168	158718163	996	-	391114	OR6K3
chr1	159432204	159433138	935	+	391121	OR10J4
chr1	159854316	159873014	18699	-	391123	VSIG8
chr1	247840928	247841896	969	-	391189	OR11L1
chr1	247948858	247949796	939	+	391190	OR2L8
chr1	247965233	247966386	1154	+	391191	OR2AK2
chr1	248179986	248181029	1044	+	391194	OR2M2
chr1	248272771	248273836	1066	-	391195	OR2T33
chr1	248323630	248324568	939	-	391196	OR2M7
chr7	107923799	108003187	79389	-	3912	LAMB1
chr1	248521615	248522663	1049	+	391211	OR2G6
chr20	45722347	45725830	3484	+	391253	SPINT4
chr20	53875252	53875557	306	-	391257	SUMO1P1
chr21	13937946	13980437	42492	-	391267	ANKRD20A11P
chr3	49121114	49133118	12005	-	3913	LAMB2
chr22_KI270879v1_alt	267287	267961	675	+	391322	LOC391322
chr2	24789734	24793382	3649	-	391356	PTRHD1
chr2	37167820	37196598	28779	-	391365	SULT6B1
chr1	209614870	209652425	37556	-	3914	LAMB3
chr2	206651621	206718396	66776	-	391475	DYTN
chr1	183023420	183145592	122173	+	3915	LAMC1
chr3	21405737	21406508	772	+	391518	VENTXP7
chr13	113297239	113323672	26434	+	3916	LAMP1
chr4	9367874	9369070	1197	+	391622	USP17L6P
chr4	9358383	9359975	1593	+	391627	USP17L9P
chr4	164954446	164977668	23223	-	391712	TRIM61
chr4	185018841	185020804	1964	+	391723	HELT
chr5	17654870	17655847	978	-	391769	H3Y1
chr1	183186238	183245127	58890	+	3918	LAMC2
chr11	46677080	46700619	23540	-	392	ARHGAP1
chrX	120427827	120469365	41539	-	3920	LAMP2
chr3	39406716	39412542	5827	+	3921	RPSA
chr8	12132417	12134438	2022	-	392197	USP17L7
chr8	72202751	72251565	48815	-	392232	LOC392232
chr8	96142333	96160806	18474	-	392255	GDF6
chr8	144049079	144051522	2444	+	392275	SMPD5
chr9	35812960	35828747	15788	-	392307	FAM221B
chr9	35869263	35870601	1339	-	392309	OR13J1
chr9	87772453	87786884	14432	+	392360	CTSL3P
chr9	87858103	87859599	1497	-	392364	LOC392364
chr9	104604671	104605627	957	-	392376	OR13C2
chr9	122749740	122750783	1044	+	392390	OR1L6
chr9	122788933	122789895	963	+	392391	OR5C1
chr9	122800123	122801073	951	+	392392	OR1K1
chr9	135663322	135666422	3101	+	392399	LCN9
chrX	45730752	45731688	937	+	392452	MFFP3
chrX	47707191	47753456	46266	+	392459	CXXC1P1
chrX	48761747	48773648	11902	+	392465	GLOD5
chrX	72144184	72161750	17567	+	392490	FLJ44635
chr1	25884181	25906991	22811	-	3925	STMN1
chrX	100969708	100990831	21124	+	392509	ARL13A
chrX	107774899	107795829	20931	+	392517	NCBP2L
chr7	1688119	1747954	59836	+	392617	ELFN1
chr7	15200317	15562015	361699	-	392636	AGMO
chr17	38869859	38921770	51912	+	3927	LASP1
chr7	151190873	151205496	14624	-	392843	IQCA1L
chr7	6497462	6551436	53975	-	392862	GRID2IP
chr20	38346482	38377013	30532	+	3929	LBP
chrX	153907367	153934999	27633	-	393	ARHGAP4
chr1	225401502	225428925	27424	-	3930	LBR
chr16	67939750	67944131	4382	-	3931	LCAT
chr1	32251239	32286165	34927	+	3932	LCK
chr9	135521438	135526532	5095	+	3933	LCN1
chr9	128149071	128153453	4383	+	3934	LCN2
chr13	46125920	46211871	85952	-	3936	LCP1
chr5	170246233	170297818	51586	-	3937	LCP2
chr2	135787850	135837184	49335	-	3938	LCT
chr11	18394560	18408425	13866	+	3939	LDHA
chr14	32076114	32159728	83615	+	394	ARHGAP5
chr12	21635342	21757857	122516	-	3945	LDHB
chr11	18412318	18452063	39746	+	3948	LDHC
chr19	11089362	11133816	44455	+	3949	LDLR
chrX	11117651	11665920	548270	-	395	ARHGAP6
chr5	135922279	135954983	32705	-	3950	LECT2
